Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,Выполняемые функции,Должность за кем закреплен ТС,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0675РХ70,ГТС Выборг,Прочие,,,,0,,190,4,6
,,,,,,,,,,01.04.2024,"15,04",1,
,,,,,,,,,,04.04.2024,"18,96",,
,,,,,,,,,,06.04.2024,"23,00",,
,,,,,,,,,,08.04.2024,"18,15",1,
,,,,,,,,,,12.04.2024,"17,41",,
,,,,,,,,,,19.04.2024,"10,34",,
,,,,,,,,,,25.04.2024,"32,00",1,
,,,,,,,,,,26.04.2024,"47,00",1,
,,,,,,,,,,30.04.2024,"8,10",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,4069РВ70,ГТС Выборг,В целевой структуре парка,,,,1746,,0,12,"5,6"
,,,,,,,,02.04.2024,"104,3",,,2,
,,,,,,,,05.04.2024,"248,14",,,,
,,,,,,,,07.04.2024,"8,00",,,,
,,,,,,,,10.04.2024,"288,00",,,4,
,,,,,,,,14.04.2024,"2,00",,,,
,,,,,,,,16.04.2024,"68,36",,,2,
,,,,,,,,20.04.2024,"230,2",,,,
,,,,,,,,25.04.2024,"404,00",,,3,
,,,,,,,,26.04.2024,"355,00",,,,
,,,,,,,,30.04.2024,"38,00",,,1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,3117РХ70,ГТС Выборг,В целевой структуре парка,,,,383,,0,7,"4,9"
,,,,,,,,07.04.2024,"29,36",,,,
,,,,,,,,10.04.2024,"215,35",,,3,
,,,,,,,,14.04.2024,"85,69",,,2,
,,,,,,,,26.04.2024,"52,60",,,2,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,К379ОС69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,В470НО170,ГТС Выборг,В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,М007АМ10,ГТС Выборг,В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0033РВ70,ГТС Выборг,В целевой структуре парка,,,,71,,0,3,"4,8"
,,,,,,,,02.04.2024,"5,00",,,,
,,,,,,,,26.04.2024,"25,00",,,,
,,,,,,,,27.04.2024,"41,00",,,3,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,7070РВ70,ГТС Выборг,В целевой структуре парка,,,,1128,,"1802,05",16,"3,8"
,,,,,,,,01.04.2024,"256,00",01.04.2024,"256,00",,
,,,,,,,,11.04.2024,"49,00",05.04.2024,"236,63",3,
,,,,,,,,12.04.2024,"98,60",09.04.2024,"284,12",,
,,,,,,,,15.04.2024,"5,00",11.04.2024,"39,00",,
,,,,,,,,18.04.2024,"28,00",12.04.2024,"98,60",1,
,,,,,,,,19.04.2024,"202,00",13.04.2024,"48,26",1,
,,,,,,,,20.04.2024,"49,30",15.04.2024,"68,96",1,
,,,,,,,,23.04.2024,"54,00",17.04.2024,"26,96",1,
,,,,,,,,24.04.2024,"19,20",18.04.2024,"28,00",,
,,,,,,,,25.04.2024,"22,00",19.04.2024,"202,00",2,
,,,,,,,,26.04.2024,"236,00",20.04.2024,"49,30",,
,,,,,,,,27.04.2024,"26,00",23.04.2024,"54,00",,
,,,,,,,,28.04.2024,"36,90",24.04.2024,"19,20",,
,,,,,,,,30.04.2024,"46,00",25.04.2024,"46,12",,
,,,,,,,,,,26.04.2024,"236,00",3,
,,,,,,,,,,27.04.2024,"26,00",,
,,,,,,,,,,28.04.2024,"36,90",,
,,,,,,,,,,30.04.2024,"46,00",4,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,5095РУ70,ГТС Выборг,В целевой структуре парка,,,,302,,"302,15",9,"5,9"
,,,,,,,,01.04.2024,"22,00",01.04.2024,"22,00",2,
,,,,,,,,02.04.2024,"51,00",02.04.2024,"51,00",1,
,,,,,,,,05.04.2024,"36,00",05.04.2024,"36,00",,
,,,,,,,,07.04.2024,"10,00",07.04.2024,"10,00",,
,,,,,,,,08.04.2024,"4,00",08.04.2024,"4,00",,
,,,,,,,,09.04.2024,"17,00",09.04.2024,"17,00",,
,,,,,,,,10.04.2024,"42,00",10.04.2024,"42,00",1,
,,,,,,,,12.04.2024,"41,00",12.04.2024,"41,00",,
,,,,,,,,13.04.2024,"10,00",13.04.2024,"10,00",1,
,,,,,,,,14.04.2024,"6,00",14.04.2024,"6,00",,
,,,,,,,,17.04.2024,"26,00",17.04.2024,"26,00",1,
,,,,,,,,19.04.2024,"1,00",19.04.2024,"1,15",,
,,,,,,,,21.04.2024,"13,00",21.04.2024,"13,00",2,
,,,,,,,,25.04.2024,"17,00",25.04.2024,"17,00",,
,,,,,,,,28.04.2024,"6,00",28.04.2024,"6,00",1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0496РВ70,ГТС Выборг,В целевой структуре парка,,,,118,,"118,03",3,"5,9"
,,,,,,,,02.04.2024,"14,00",02.04.2024,"14,00",1,
,,,,,,,,10.04.2024,24,10.04.2024,24,,
,,,,,,,,18.04.2024,16,18.04.2024,16,,
,,,,,,,,26.04.2024,"26,00",26.04.2024,"26,00",,
,,,,,,,,27.04.2024,"38,00",27.04.2024,"38,03",2,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0316РВ70,ГТС Выборг,В целевой структуре парка,,,,300,,0,0,"5,9"
,,,,,,,,01.04.2024,"21,00",,,,
,,,,,,,,02.04.2024,"9,00",,,,
,,,,,,,,05.04.2024,"31,00",,,,
,,,,,,,,07.04.2024,"10,00",,,,
,,,,,,,,08.04.2024,"4,00",,,,
,,,,,,,,09.04.2024,"15,00",,,,
,,,,,,,,10.04.2024,"42,00",,,,
,,,,,,,,12.04.2024,"41,00",,,,
,,,,,,,,13.04.2024,"10,00",,,,
,,,,,,,,14.04.2024,"6,00",,,,
,,,,,,,,17.04.2024,"46,00",,,,
,,,,,,,,19.04.2024,"28,00",,,,
,,,,,,,,21.04.2024,"13,00",,,,
,,,,,,,,25.04.2024,"17,00",,,,
,,,,,,,,28.04.2024,"7,00",,,,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,0317РВ70,ГТС Выборг,В целевой структуре парка,,,,310,,0,0,"5,8"
,,,,,,,,02.04.2024,"56,16",,,,
,,,,,,,,13.04.2024,"32,68",,,,
,,,,,,,,15.04.2024,"63,34",,,,
,,,,,,,,17.04.2024,"6,86",,,,
,,,,,,,,18.04.2024,"86,96",,,,
,,,,,,,,26.04.2024,"26,00",,,,
,,,,,,,,27.04.2024,"38,00",,,,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,1007ТО69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,5507ТО69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,,,,"445,88",,"503,36",2,"5,4"
,,,,,,,,01.04.2024,"30,53",01.04.2024,"30,53",,
,,,,,,,,03.04.2024,"8,00",03.04.2024,"8,00",,
,,,,,,,,04.04.2024,"19,41",04.04.2024,"19,41",,
,,,,,,,,05.04.2024,"9,80",05.04.2024,"9,80",,
,,,,,,,,08.04.2024,"113,36",08.04.2024,"113,36",2,
,,,,,,,,09.04.2024,"98,60",09.04.2024,"98,60",,
,,,,,,,,11.04.2024,"0,00",11.04.2024,"0,00",,
,,,,,,,,12.04.2024,"10,00",12.04.2024,"10,00",,
,,,,,,,,14.04.2024,38,13.04.2024,"11,04",,
,,,,,,,,15.04.2024,"9,00",14.04.2024,"38,08",,
,,,,,,,,18.04.2024,"36,12",15.04.2024,"9,00",,
,,,,,,,,19.04.2024,"10,00",18.04.2024,"36,12",,
,,,,,,,,21.04.2024,20,19.04.2024,"10,00",,
,,,,,,,,23.04.2024,"30,52",21.04.2024,20,,
,,,,,,,,27.04.2024,"12,54",23.04.2024,"30,52",,
,,,,,,,,,,25.04.2024,"46,36",,
,,,,,,,,,,27.04.2024,"12,54",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,5541ТО69,ГТС Выборг,В целевой структуре парка,,,,509,,"996,07",0,"5,9"
,,,,,,,,01.04.2024,"30,53",01.04.2024,"30,53",,
,,,,,,,,03.04.2024,"28,14",03.04.2024,"10,36",,
,,,,,,,,04.04.2024,"19,41",04.04.2024,"19,41",,
,,,,,,,,05.04.2024,"9,07",05.04.2024,"9,07",,
,,,,,,,,09.04.2024,"98,30",08.04.2024,"189,00",,
,,,,,,,,11.04.2024,"36,30",09.04.2024,"98,30",,
,,,,,,,,12.04.2024,"10,00",11.04.2024,"36,30",,
,,,,,,,,14.04.2024,38,12.04.2024,"10,00",,
,,,,,,,,15.04.2024,"16,11",14.04.2024,38,,
,,,,,,,,19.04.2024,"16,30",15.04.2024,"9,00",,
,,,,,,,,21.04.2024,20,18.04.2024,"125,41",,
,,,,,,,,23.04.2024,"30,52",19.04.2024,"10,00",,
,,,,,,,,25.04.2024,"68,07",21.04.2024,20,,
,,,,,,,,27.04.2024,"58,3",22.04.2024,"203,85",,
,,,,,,,,30.04.2024,"29,95",23.04.2024,"30,52",,
,,,,,,,,,,25.04.2024,"68,07",,
,,,,,,,,,,27.04.2024,"58,3",,
,,,,,,,,,,30.04.2024,"29,95",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,В609ЕВ170,ГТС Выборг,В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,С770РА69,Московская механизированная дистанция ОКТ ДМ (МЧ-1),Прочие,,,,"2834,98",,"2854,35",18,"5,3"
,,,,,,,,04.04.2024,"71,00",02.04.2024,"15,36",,
,,,,,,,,06.04.2024,"202,00",04.04.2024,"71,00",2,
,,,,,,,,07.04.2024,"267,00",06.04.2024,"202,00",,
,,,,,,,,08.04.2024,"362,00",07.04.2024,"267,00",2,
,,,,,,,,09.04.2024,"279,00",08.04.2024,"362,00",3,
,,,,,,,,10.04.2024,"79,00",09.04.2024,"279,00",,
,,,,,,,,12.04.2024,"15,00",10.04.2024,"79,00",1,
,,,,,,,,19.04.2024,"5,98",12.04.2024,"15,00",,
,,,,,,,,26.04.2024,"60,00",19.04.2024,"5,98",1,
,,,,,,,,28.04.2024,"705,00",23.04.2024,"4,01",,
,,,,,,,,30.04.2024,"789,00",26.04.2024,"60,00",1,
,,,,,,,,,,28.04.2024,"705,00",4,
,,,,,,,,,,30.04.2024,"789,00",4,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,7350ОН57,ГТС Выборг,В целевой структуре парка,,,,382,,0,2,"5,9"
,,,,,,,,02.04.2024,"80,60",,,,
,,,,,,,,10.04.2024,"92,4",,,,
,,,,,,,,18.04.2024,"145,00",,,,
,,,,,,,,26.04.2024,"26,00",,,,
,,,,,,,,27.04.2024,"38,00",,,,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,,,,0,,"1452,56",2,6
,,,,,,,,,,05.04.2024,"236,63",,
,,,,,,,,,,09.04.2024,"284,12",,
,,,,,,,,,,11.04.2024,"39,00",,
,,,,,,,,,,12.04.2024,"98,60",,
,,,,,,,,,,13.04.2024,"48,26",,
,,,,,,,,,,15.04.2024,"68,96",,
,,,,,,,,,,17.04.2024,"26,96",,
,,,,,,,,,,18.04.2024,"28,00",,
,,,,,,,,,,19.04.2024,"202,00",,
,,,,,,,,,,20.04.2024,"49,30",,
,,,,,,,,,,23.04.2024,"54,00",,
,,,,,,,,,,24.04.2024,"19,26",,
,,,,,,,,,,25.04.2024,"46,12",,
,,,,,,,,,,26.04.2024,"236,00",2,
,,,,,,,,,,29.04.2024,"15,35",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,9405ВУ77,,В целевой структуре парка,,,,0,,0,0,0
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,6060СВ70,ГТС Выборг,В целевой структуре парка,,,,68,,68,1,6
,,,,,,,,04.04.2024,"56,00",04.04.2024,"56,00",1,
,,,,,,,,07.04.2024,"1,00",07.04.2024,"1,00",,
,,,,,,,,17.04.2024,"4,00",17.04.2024,"4,00",,
,,,,,,,,28.04.2024,"7,00",28.04.2024,"7,00",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Б/Н,ГТС Выборг,В целевой структуре парка,,,,1009,,"958,15",4,"5,9"
,,,,,,,,01.04.2024,"30,53",01.04.2024,"30,53",,
,,,,,,,,03.04.2024,"42,69",03.04.2024,"10,36",,
,,,,,,,,04.04.2024,"26,30",04.04.2024,"26,30",1,
,,,,,,,,05.04.2024,"9,07",05.04.2024,"9,07",,
,,,,,,,,08.04.2024,"126,10",08.04.2024,"126,10",1,
,,,,,,,,10.04.2024,"98,30",10.04.2024,"98,30",,
,,,,,,,,11.04.2024,"36,30",11.04.2024,"36,30",,
,,,,,,,,12.04.2024,"10,00",12.04.2024,"10,00",,
,,,,,,,,14.04.2024,"38,09",14.04.2024,"38,09",,
,,,,,,,,15.04.2024,"9,00",15.04.2024,"9,00",,
,,,,,,,,18.04.2024,"125,41",18.04.2024,"125,41",,
,,,,,,,,19.04.2024,"29,52",19.04.2024,"10,00",,
,,,,,,,,21.04.2024,37,21.04.2024,38,,
,,,,,,,,22.04.2024,"203,85",22.04.2024,"203,85",1,
,,,,,,,,23.04.2024,"30,52",23.04.2024,"30,52",,
,,,,,,,,25.04.2024,"68,07",25.04.2024,"68,07",1,
,,,,,,,,27.04.2024,"58,3",27.04.2024,"58,3",,
,,,,,,,,30.04.2024,"29,95",30.04.2024,"29,95",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,6710СА70,ГТС Выборг,В целевой структуре парка,,,,135,,135,4,"5,9"
,,,,,,,,04.04.2024,"56,00",04.04.2024,"56,00",2,
,,,,,,,,07.04.2024,"14,04",07.04.2024,"14,04",,
,,,,,,,,10.04.2024,"21,56",10.04.2024,"21,56",,
,,,,,,,,15.04.2024,"13,45",15.04.2024,"13,45",1,
,,,,,,,,17.04.2024,"4,00",17.04.2024,"4,00",,
,,,,,,,,28.04.2024,"7,00",28.04.2024,"7,00",,
,,,,,,,,30.04.2024,"18,95",30.04.2024,"18,95",1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,6700СА70,ГТС Выборг,В целевой структуре парка,,,,128,,128,6,"5,9"
,,,,,,,,01.04.2024,"8,16",01.04.2024,"8,16",,
,,,,,,,,10.04.2024,"21,56",10.04.2024,"21,56",1,
,,,,,,,,15.04.2024,"15,63",15.04.2024,"15,63",,
,,,,,,,,17.04.2024,"36,10",17.04.2024,"36,10",3,
,,,,,,,,28.04.2024,"27,60",28.04.2024,"27,60",2,
,,,,,,,,30.04.2024,"18,95",30.04.2024,"18,95",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,6719СА70,ГТС Выборг,В целевой структуре парка,,,,87,,"88,54",3,"3,9"
,,,,,,,,06.04.2024,"18,00",06.04.2024,"19,54",1,
,,,,,,,,11.04.2024,"18,00",11.04.2024,"18,00",,
,,,,,,,,14.04.2024,"30,00",14.04.2024,"30,00",1,
,,,,,,,,23.04.2024,"21,00",23.04.2024,"21,00",1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,6701СА70,ГТС Выборг,В целевой структуре парка,,,,98,,98,2,"5,6"
,,,,,,,,02.04.2024,"17,00",02.04.2024,"17,00",,
,,,,,,,,26.04.2024,"40,00",26.04.2024,"40,00",,
,,,,,,,,27.04.2024,"41,00",27.04.2024,"41,00",2,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Х331ТА799,,В целевой структуре парка,,,,2114,,"1850,2",13,"5,9"
,,,,,,,,01.04.2024,"256,00",01.04.2024,"256,00",2,
,,,,,,,,03.04.2024,"65,21",05.04.2024,"236,63",2,
,,,,,,,,05.04.2024,"236,63",09.04.2024,"284,12",,
,,,,,,,,09.04.2024,"284,12",11.04.2024,"39,00",1,
,,,,,,,,11.04.2024,"103,13",12.04.2024,"98,60",,
,,,,,,,,12.04.2024,"98,60",13.04.2024,"48,23",1,
,,,,,,,,13.04.2024,"48,23",15.04.2024,"68,96",1,
,,,,,,,,15.04.2024,"68,91",17.04.2024,"26,96",,
,,,,,,,,17.04.2024,"82,30",18.04.2024,"28,00",,
,,,,,,,,18.04.2024,"28,00",19.04.2024,"202,00",2,
,,,,,,,,19.04.2024,"202,00",20.04.2024,"49,30",,
,,,,,,,,20.04.2024,"48,30",21.04.2024,"48,00",,
,,,,,,,,21.04.2024,"48,00",23.04.2024,"54,00",1,
,,,,,,,,23.04.2024,"54,00",24.04.2024,"19,20",,
,,,,,,,,24.04.2024,"42,35",25.04.2024,"46,12",,
,,,,,,,,25.04.2024,"46,12",26.04.2024,"236,00",2,
,,,,,,,,26.04.2024,"236,00",27.04.2024,"26,00",,
,,,,,,,,27.04.2024,"58,90",28.04.2024,"36,90",1,
,,,,,,,,28.04.2024,"36,90",30.04.2024,"46,00",,
,,,,,,,,29.04.2024,"24,3",,,,
,,,,,,,,30.04.2024,"46,00",,,,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Т906НТ170,Московская механизированная дистанция ОКТ ДМ (МЧ-1),Прочие,нач.дирекции,"Руководитель региональной дирекции филиала ОАО ""РЖД""",,8991,,"8654,21",26,"5,8"
,,,,,,,,01.04.2024,"429,64",01.04.2024,"389,41",5,
,,,,,,,,02.04.2024,"325,00",02.04.2024,"325,00",,
,,,,,,,,03.04.2024,"279,00",03.04.2024,"279,00",2,
,,,,,,,,04.04.2024,"241,00",04.04.2024,"241,00",3,
,,,,,,,,05.04.2024,"367,00",05.04.2024,"367,00",,
,,,,,,,,06.04.2024,"201,10",06.04.2024,"268,36",1,
,,,,,,,,07.04.2024,"351,16",07.04.2024,"351,16",1,
,,,,,,,,08.04.2024,"401,00",08.04.2024,"321,14",1,
,,,,,,,,09.04.2024,"365,12",09.04.2024,"365,12",1,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"423,35",,
,,,,,,,,12.04.2024,"234,64",12.04.2024,"234,64",,
,,,,,,,,13.04.2024,"204,62",13.04.2024,"204,62",2,
,,,,,,,,15.04.2024,"357,12",15.04.2024,"357,12",,
,,,,,,,,16.04.2024,"412,02",16.04.2024,"412,02",,
,,,,,,,,17.04.2024,"298,36",17.04.2024,"298,36",3,
,,,,,,,,18.04.2024,"254,96",18.04.2024,"254,96",,
,,,,,,,,19.04.2024,"369,16",19.04.2024,"369,16",,
,,,,,,,,20.04.2024,"296,00",20.04.2024,"296,00",1,
,,,,,,,,21.04.2024,"254,00",21.04.2024,"295,36",1,
,,,,,,,,22.04.2024,"210,47",22.04.2024,"210,47",1,
,,,,,,,,23.04.2024,"284,36",23.04.2024,"284,36",1,
,,,,,,,,24.04.2024,"255,12",24.04.2024,"255,12",,
,,,,,,,,25.04.2024,"369,15",25.04.2024,"258,12",3,
,,,,,,,,26.04.2024,"261,00",26.04.2024,"261,00",,
,,,,,,,,27.04.2024,"320,00",27.04.2024,"329,00",,
,,,,,,,,28.04.2024,"386,00",28.04.2024,"192,36",,
,,,,,,,,29.04.2024,"248,00",29.04.2024,"248,00",,
,,,,,,,,30.04.2024,"294,00",30.04.2024,"294,00",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Х064СУ170,ГТС Выборг,В целевой структуре парка,,,,0,,"26,76",1,"5,9"
,,,,,,,,,,05.04.2024,"10,76",,
,,,,,,,,,,06.04.2024,"16,00",1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,В135ОО170,Московская механизированная дистанция ОКТ ДМ (МЧ-1),Прочие,,,,"960,36",,"960,36",8,"3,9"
,,,,,,,,07.04.2024,"8,00",07.04.2024,"8,00",,
,,,,,,,,10.04.2024,"134,00",10.04.2024,"134,00",2,
,,,,,,,,14.04.2024,"21,36",14.04.2024,"21,36",1,
,,,,,,,,25.04.2024,"404,00",25.04.2024,"404,00",1,
,,,,,,,,26.04.2024,"355,00",26.04.2024,"355,00",3,
,,,,,,,,30.04.2024,"38,00",30.04.2024,"38,00",1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,Е015НН190,ГТС Выборг,В целевой структуре парка,,,,"70,65",,"70,65",3,"5,9"
,,,,,,,,06.04.2024,"15,53",06.04.2024,"15,53",1,
,,,,,,,,11.04.2024,"12,02",11.04.2024,"12,02",,
,,,,,,,,14.04.2024,"21,45",14.04.2024,"21,45",1,
,,,,,,,,23.04.2024,"21,65",23.04.2024,"21,65",1,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,К449ОК190,Московская механизированная дистанция ОКТ ДМ (МЧ-1),В целевой структуре парка,,,,5337,,"6001,65",4,"3,6"
,,,,,,,,04.04.2024,"77,00",01.04.2024,"268,53",,
,,,,,,,,05.04.2024,"681,31",04.04.2024,"77,00",,
,,,,,,,,06.04.2024,"202,00",05.04.2024,"681,31",,
,,,,,,,,07.04.2024,"275,00",06.04.2024,"202,00",,
,,,,,,,,08.04.2024,"384,00",07.04.2024,"275,00",1,
,,,,,,,,09.04.2024,"279,00",08.04.2024,"384,00",,
,,,,,,,,10.04.2024,"79,00",09.04.2024,"279,00",,
,,,,,,,,12.04.2024,"15,00",10.04.2024,"79,00",1,
,,,,,,,,15.04.2019,"579,13",12.04.2024,"15,00",,
,,,,,,,,18.04.2024,"694,00",15.04.2019,"579,13",,
,,,,,,,,19.04.2024,"10,40",18.04.2024,"694,00",1,
,,,,,,,,20.04.2024,"176,00",19.04.2024,"10,40",,
,,,,,,,,23.04.2024,"236,16",20.04.2024,"176,00",,
,,,,,,,,26.04.2024,"60,00",23.04.2024,"236,16",,
,,,,,,,,28.04.2024,"789,00",26.04.2024,"60,00",,
,,,,,,,,30.04.2024,"800,00",28.04.2024,"789,00",,
,,,,,,,,,,29.04.2024,"396,12",1,
,,,,,,,,,,30.04.2024,"800,00",,
ОКТЯБРЬСКАЯ ЖД,ЦМ,Окт ДМ,А593АС761,,В целевой структуре парка,,,,3503,,"320,13",12,"5,9"
,,,,,,,,04.04.2024,"75,07",06.04.2024,"166,13",,
,,,,,,,,06.04.2024,"202,00",10.04.2024,"79,00",3,
,,,,,,,,07.04.2024,"275,00",12.04.2024,"15,00",,
,,,,,,,,08.04.2024,"384,00",26.04.2024,"60,00",2,
,,,,,,,,09.04.2024,"279,00",,,1,
,,,,,,,,10.04.2024,"79,00",,,,
,,,,,,,,12.04.2024,"15,00",,,,
,,,,,,,,19.04.2024,"369,12",,,,
,,,,,,,,24.04.2024,"248,36",,,2,
,,,,,,,,25.04.2024,"385,36",,,,
,,,,,,,,26.04.2024,"60,00",,,,
,,,,,,,,28.04.2024,"730,64",,,3,
,,,,,,,,30.04.2024,"400,45",,,1,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0905КН39,Калининградская ДМ,Прочие,,,,194,,194,1,"3,9"
,,,,,,,,01.04.2024,"8,16",01.04.2024,"8,16",,
,,,,,,,,03.04.2024,"45,67",03.04.2024,"45,67",,
,,,,,,,,08.04.2024,"21,36",08.04.2024,"21,36",,
,,,,,,,,10.04.2024,"21,56",10.04.2024,"21,56",,
,,,,,,,,15.04.2024,"15,63",15.04.2024,"15,63",1,
,,,,,,,,17.04.2024,"35,10",17.04.2024,"35,10",,
,,,,,,,,28.04.2024,"27,60",28.04.2024,"27,60",,
,,,,,,,,30.04.2024,"18,92",30.04.2024,"18,92",,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0913КН39,Калининградская ДМ,Прочие,,,,0,,0,0,0
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0906КН39,Калининградская ДМ,Прочие,,,,0,,0,0,0
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,Н976СА39,МЧ-01 г.Калининград,В целевой структуре парка,,,,81,,81,5,"5,9"
,,,,,,,,04.04.2024,"3,80",04.04.2024,"3,80",1,
,,,,,,,,10.04.2024,"10,20",10.04.2024,"10,20",1,
,,,,,,,,11.04.2024,"45,00",11.04.2024,"45,00",2,
,,,,,,,,16.04.2024,"18,80",16.04.2024,"18,80",1,
,,,,,,,,18.04.2024,"2,20",18.04.2024,"2,20",,
,,,,,,,,25.04.2024,"1,00",25.04.2024,"1,00",,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0914КН39,Калининградская ДМ,Прочие,,,,204,,"320,26",15,"4,4"
,,,,,,,,01.04.2024,"21,00",01.04.2024,"21,00",1,
,,,,,,,,02.04.2024,"9,00",02.04.2024,"50,63",3,
,,,,,,,,05.04.2024,"2,00",05.04.2024,"2,00",,
,,,,,,,,07.04.2024,"10,00",07.04.2024,"10,00",,
,,,,,,,,08.04.2024,"4,00",08.04.2024,"12,45",1,
,,,,,,,,09.04.2024,"15,00",09.04.2024,"15,00",2,
,,,,,,,,10.04.2024,"12,02",10.04.2024,"12,02",,
,,,,,,,,12.04.2024,"35,13",12.04.2024,"35,13",2,
,,,,,,,,13.04.2024,"10,00",13.04.2024,"10,00",,
,,,,,,,,14.04.2024,"6,00",14.04.2024,"6,00",,
,,,,,,,,17.04.2024,"46,00",17.04.2024,"46,00",3,
,,,,,,,,19.04.2024,"1,00",19.04.2024,"48,60",2,
,,,,,,,,21.04.2024,"13,85",21.04.2024,"13,85",,
,,,,,,,,25.04.2024,"13,00",25.04.2024,"13,26",,
,,,,,,,,28.04.2024,"6,00",28.04.2024,"24,32",1,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0900КН39,Калининградская ДМ,Прочие,,,,"71,35",,0,2,"5,4"
,,,,,,,,04.04.2024,"0,35",,,,
,,,,,,,,10.04.2024,"27,55",,,,
,,,,,,,,11.04.2024,"40,25",,,2,
,,,,,,,,18.04.2024,"2,20",,,,
,,,,,,,,25.04.2024,"1,00",,,,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0910КН39,Калининградская ДМ,Прочие,,,,"40,6",,40,1,"5,9"
,,,,,,,,12.04.2024,"21,00",12.04.2024,"21,00",1,
,,,,,,,,19.04.2024,"14,60",19.04.2024,"14,00",,
,,,,,,,,24.04.2024,"5,00",24.04.2024,"5,00",,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,0915КН39,Калининградская ДМ,Прочие,,,,"26,95",,0,1,"4,8"
,,,,,,,,08.04.2024,"10,21",,,,
,,,,,,,,12.04.2024,"11,74",,,,
,,,,,,,,19.04.2024,"4,00",,,,
,,,,,,,,24.04.2024,"1,00",,,,
КАЛИНИНГРАДСКАЯ ЖД,ЦМ,Клнг. ДУТСК,М606РН39,МЧ-01 г.Калининград,В целевой структуре парка,,,,181,,0,2,"5,9"
,,,,,,,,02.04.2024,"6,00",,,,
,,,,,,,,16.04.2024,"3,00",,,,
,,,,,,,,29.04.2024,"172,00",,,,
